episode,reward,steps,energy,charge_visits,cleaned_cells,success,epsilon,blocked,battery_dead,time_since_start_sec,episode_chunk_time_sec,stop_reason,success_rate,battery,cleaned,model_name,algorithm
794,100.6,250,250,23,47,0,0.5735,0,False,488.927,0.618,,6.0%,10/16,47/48,ddqn-no-obstacle,DDQN
795,97.9,250,250,20,46,0,0.5731,0,False,489.531,0.603,,6.0%,10/16,46/48,ddqn-no-obstacle,DDQN
796,104.1,250,250,22,47,0,0.5727,0,False,490.157,0.625,,6.0%,16/16,47/48,ddqn-no-obstacle,DDQN
797,95.6,250,250,21,46,0,0.5723,0,False,490.774,0.615,,6.0%,16/16,46/48,ddqn-no-obstacle,DDQN
798,98.2,250,250,20,46,0,0.5719,0,False,491.575,0.8,,6.0%,12/16,46/48,ddqn-no-obstacle,DDQN
799,98.6,250,250,20,47,0,0.5715,0,False,492.19,0.614,,6.0%,10/16,47/48,ddqn-no-obstacle,DDQN
800,82.5,250,250,21,44,0,0.5711,0,False,492.905,0.714,,6.0%,6/16,44/48,ddqn-no-obstacle,DDQN
801,102.6,250,250,21,47,0,0.5707,0,False,493.57,0.664,,6.0%,4/16,47/48,ddqn-no-obstacle,DDQN
802,78.7,250,250,20,43,0,0.5703,0,False,494.174,0.604,,6.0%,6/16,43/48,ddqn-no-obstacle,DDQN
803,91.7,250,250,19,45,0,0.5699,0,False,494.818,0.643,,6.0%,4/16,45/48,ddqn-no-obstacle,DDQN
804,156.8,236,236,18,48,1,0.5695,0,False,495.509,0.69,,8.0%,16/16,48/48,ddqn-no-obstacle,DDQN
805,98.2,250,250,23,47,0,0.5691,0,False,496.102,0.593,,8.0%,6/16,47/48,ddqn-no-obstacle,DDQN
806,171.8,200,200,16,48,1,0.5687,0,False,496.672,0.569,,10.0%,16/16,48/48,ddqn-no-obstacle,DDQN
807,168.0,204,204,16,48,1,0.5683,0,False,497.378,0.705,,12.0%,16/16,48/48,ddqn-no-obstacle,DDQN
808,101.3,250,250,25,48,1,0.5679,0,False,497.986,0.607,,14.0%,4/16,48/48,ddqn-no-obstacle,DDQN
809,98.2,250,250,18,47,0,0.5675,0,False,498.617,0.631,,14.0%,4/16,47/48,ddqn-no-obstacle,DDQN
810,85.9,250,250,22,44,0,0.5671,0,False,499.238,0.62,,14.0%,14/16,44/48,ddqn-no-obstacle,DDQN
811,100.4,250,250,23,46,0,0.5667,0,False,499.99,0.752,,14.0%,10/16,46/48,ddqn-no-obstacle,DDQN
812,85.0,250,250,19,44,0,0.5663,0,False,500.639,0.648,,14.0%,8/16,44/48,ddqn-no-obstacle,DDQN
813,99.4,250,250,17,46,0,0.5659,0,False,501.391,0.751,,14.0%,10/16,46/48,ddqn-no-obstacle,DDQN
814,101.7,250,250,18,47,0,0.5655,0,False,502.113,0.722,,14.0%,10/16,47/48,ddqn-no-obstacle,DDQN
815,71.7,250,250,20,41,0,0.5651,0,False,502.793,0.68,,14.0%,12/16,41/48,ddqn-no-obstacle,DDQN
816,101.3,250,250,21,47,0,0.5647,0,False,503.429,0.635,,14.0%,12/16,47/48,ddqn-no-obstacle,DDQN
817,85.9,250,250,18,44,0,0.5643,0,False,504.047,0.618,,14.0%,16/16,44/48,ddqn-no-obstacle,DDQN
818,104.8,250,250,25,47,0,0.5639,0,False,504.819,0.772,,14.0%,14/16,47/48,ddqn-no-obstacle,DDQN
819,90.6,250,250,22,45,0,0.5635,0,False,505.526,0.706,,14.0%,14/16,45/48,ddqn-no-obstacle,DDQN
820,178.2,212,212,15,48,1,0.5632,0,False,506.096,0.569,,16.0%,16/16,48/48,ddqn-no-obstacle,DDQN
821,78.0,250,250,18,42,0,0.5628,0,False,506.73,0.634,,16.0%,14/16,42/48,ddqn-no-obstacle,DDQN
822,173.5,204,204,19,48,1,0.5624,0,False,507.298,0.567,,18.0%,16/16,48/48,ddqn-no-obstacle,DDQN
823,95.1,250,250,21,45,0,0.562,0,False,507.887,0.588,,18.0%,16/16,45/48,ddqn-no-obstacle,DDQN
824,102.2,250,250,24,47,0,0.5616,0,False,508.494,0.607,,18.0%,12/16,47/48,ddqn-no-obstacle,DDQN
825,96.2,250,250,21,45,0,0.5612,0,False,509.189,0.694,,18.0%,8/16,45/48,ddqn-no-obstacle,DDQN
826,77.1,250,250,22,44,0,0.5608,0,False,509.756,0.567,,18.0%,4/16,44/48,ddqn-no-obstacle,DDQN
827,92.5,250,250,25,45,0,0.5604,0,False,510.344,0.587,,18.0%,16/16,45/48,ddqn-no-obstacle,DDQN
828,96.0,250,250,19,46,0,0.56,0,False,510.917,0.572,,18.0%,2/16,46/48,ddqn-no-obstacle,DDQN
829,79.7,250,250,23,42,0,0.5596,0,False,511.531,0.614,,18.0%,16/16,42/48,ddqn-no-obstacle,DDQN
830,88.0,250,250,24,46,0,0.5592,0,False,512.132,0.6,,18.0%,8/16,46/48,ddqn-no-obstacle,DDQN
831,190.1,176,176,13,48,1,0.5588,0,False,512.617,0.485,,20.0%,16/16,48/48,ddqn-no-obstacle,DDQN
832,93.8,250,250,25,46,0,0.5584,0,False,513.287,0.669,,20.0%,2/16,46/48,ddqn-no-obstacle,DDQN
833,84.3,250,250,19,44,0,0.5581,0,False,513.893,0.606,,20.0%,8/16,44/48,ddqn-no-obstacle,DDQN
834,94.5,250,250,19,45,0,0.5577,0,False,514.46,0.567,,20.0%,2/16,45/48,ddqn-no-obstacle,DDQN
835,97.4,250,250,18,46,0,0.5573,0,False,515.029,0.568,,20.0%,14/16,46/48,ddqn-no-obstacle,DDQN
836,79.3,250,250,20,44,0,0.5569,0,False,515.628,0.599,,20.0%,16/16,44/48,ddqn-no-obstacle,DDQN
837,104.6,250,250,20,48,1,0.5565,0,False,516.205,0.577,,20.0%,4/16,48/48,ddqn-no-obstacle,DDQN
838,81.2,250,250,18,42,0,0.5561,0,False,516.775,0.569,,20.0%,6/16,42/48,ddqn-no-obstacle,DDQN
839,94.3,250,250,21,46,0,0.5557,0,False,517.348,0.572,,18.0%,6/16,46/48,ddqn-no-obstacle,DDQN
840,99.5,250,250,19,46,0,0.5553,0,False,518.063,0.714,,18.0%,14/16,46/48,ddqn-no-obstacle,DDQN
841,93.1,250,250,18,45,0,0.5549,0,False,518.701,0.638,,18.0%,14/16,45/48,ddqn-no-obstacle,DDQN
842,94.5,250,250,17,46,0,0.5545,0,False,519.31,0.608,,18.0%,8/16,46/48,ddqn-no-obstacle,DDQN
843,166.6,224,224,19,48,1,0.5542,0,False,519.941,0.631,,18.0%,16/16,48/48,ddqn-no-obstacle,DDQN
844,167.8,224,224,18,48,1,0.5538,0,False,520.483,0.541,,20.0%,16/16,48/48,ddqn-no-obstacle,DDQN
845,161.6,248,248,19,48,1,0.5534,0,False,521.074,0.59,,22.0%,16/16,48/48,ddqn-no-obstacle,DDQN
846,82.8,250,250,20,44,0,0.553,0,False,521.641,0.567,,22.0%,4/16,44/48,ddqn-no-obstacle,DDQN
847,95.2,250,250,19,46,0,0.5526,0,False,522.222,0.58,,22.0%,2/16,46/48,ddqn-no-obstacle,DDQN
848,91.5,250,250,20,45,0,0.5522,0,False,522.897,0.675,,22.0%,14/16,45/48,ddqn-no-obstacle,DDQN
849,103.0,250,250,17,47,0,0.5518,0,False,523.479,0.58,,22.0%,10/16,47/48,ddqn-no-obstacle,DDQN
850,99.5,250,250,20,47,0,0.5514,0,False,524.071,0.592,,22.0%,6/16,47/48,ddqn-no-obstacle,DDQN
851,101.1,250,250,16,46,0,0.5511,0,False,524.635,0.563,,22.0%,8/16,46/48,ddqn-no-obstacle,DDQN
852,102.4,250,250,18,46,0,0.5507,0,False,525.206,0.57,,22.0%,2/16,46/48,ddqn-no-obstacle,DDQN
853,91.0,250,250,21,45,0,0.5503,0,False,525.799,0.593,,22.0%,14/16,45/48,ddqn-no-obstacle,DDQN
854,78.2,250,250,21,43,0,0.5499,0,False,526.37,0.57,,20.0%,16/16,43/48,ddqn-no-obstacle,DDQN
855,104.5,250,250,17,47,0,0.5495,0,False,526.943,0.573,,20.0%,10/16,47/48,ddqn-no-obstacle,DDQN
856,93.5,250,250,23,46,0,0.5491,0,False,527.624,0.68,,18.0%,6/16,46/48,ddqn-no-obstacle,DDQN
857,98.5,250,250,20,46,0,0.5488,0,False,528.251,0.627,,16.0%,16/16,46/48,ddqn-no-obstacle,DDQN
858,107.2,250,250,20,48,1,0.5484,0,False,528.814,0.562,,16.0%,4/16,48/48,ddqn-no-obstacle,DDQN
859,78.3,250,250,21,43,0,0.548,0,False,529.371,0.556,,16.0%,12/16,43/48,ddqn-no-obstacle,DDQN
860,85.9,250,250,20,44,0,0.5476,0,False,529.951,0.58,,16.0%,8/16,44/48,ddqn-no-obstacle,DDQN
861,96.1,250,250,22,47,0,0.5472,0,False,530.582,0.63,,16.0%,14/16,47/48,ddqn-no-obstacle,DDQN
862,93.4,250,250,19,46,0,0.5468,0,False,531.154,0.571,,16.0%,2/16,46/48,ddqn-no-obstacle,DDQN
863,97.6,250,250,16,47,0,0.5465,0,False,531.895,0.74,,16.0%,8/16,47/48,ddqn-no-obstacle,DDQN
864,83.8,250,250,19,44,0,0.5461,0,False,532.518,0.623,,16.0%,16/16,44/48,ddqn-no-obstacle,DDQN
865,76.0,250,250,18,43,0,0.5457,0,False,533.107,0.589,,16.0%,12/16,43/48,ddqn-no-obstacle,DDQN
866,72.6,250,250,21,42,0,0.5453,0,False,533.688,0.58,,16.0%,16/16,42/48,ddqn-no-obstacle,DDQN
867,95.9,250,250,21,46,0,0.5449,0,False,534.256,0.567,,16.0%,14/16,46/48,ddqn-no-obstacle,DDQN
868,93.2,250,250,20,46,0,0.5445,0,False,534.837,0.58,,16.0%,8/16,46/48,ddqn-no-obstacle,DDQN
869,79.5,250,250,20,43,0,0.5442,0,False,535.429,0.592,,16.0%,14/16,43/48,ddqn-no-obstacle,DDQN
870,198.6,160,160,10,48,1,0.5438,0,False,535.874,0.445,,16.0%,16/16,48/48,ddqn-no-obstacle,DDQN
871,99.5,250,250,23,46,0,0.5434,0,False,536.563,0.687,,16.0%,14/16,46/48,ddqn-no-obstacle,DDQN
872,90.9,250,250,16,45,0,0.543,0,False,537.116,0.553,,14.0%,4/16,45/48,ddqn-no-obstacle,DDQN
873,83.3,250,250,20,43,0,0.5426,0,False,537.692,0.576,,14.0%,4/16,43/48,ddqn-no-obstacle,DDQN
874,169.9,216,216,19,48,1,0.5423,0,False,538.2,0.507,,16.0%,16/16,48/48,ddqn-no-obstacle,DDQN
875,74.6,250,250,20,41,0,0.5419,0,False,538.775,0.575,,16.0%,10/16,41/48,ddqn-no-obstacle,DDQN
876,74.8,250,250,20,42,0,0.5415,0,False,539.333,0.557,,16.0%,16/16,42/48,ddqn-no-obstacle,DDQN
877,97.2,250,250,20,46,0,0.5411,0,False,539.881,0.548,,16.0%,12/16,46/48,ddqn-no-obstacle,DDQN
878,101.6,250,250,20,47,0,0.5407,0,False,540.456,0.574,,16.0%,16/16,47/48,ddqn-no-obstacle,DDQN
879,69.4,250,250,18,41,0,0.5404,0,False,541.128,0.672,,16.0%,16/16,41/48,ddqn-no-obstacle,DDQN
880,91.9,250,250,22,45,0,0.54,0,False,541.69,0.561,,16.0%,6/16,45/48,ddqn-no-obstacle,DDQN
881,99.7,250,250,19,46,0,0.5396,0,False,542.33,0.639,,14.0%,16/16,46/48,ddqn-no-obstacle,DDQN
882,98.5,250,250,19,47,0,0.5392,0,False,542.987,0.657,,14.0%,2/16,47/48,ddqn-no-obstacle,DDQN
883,205.2,144,144,9,48,1,0.5389,0,False,543.428,0.44,,16.0%,16/16,48/48,ddqn-no-obstacle,DDQN
884,75.4,250,250,16,42,0,0.5385,0,False,543.99,0.56,,16.0%,6/16,42/48,ddqn-no-obstacle,DDQN
885,97.8,250,250,19,47,0,0.5381,0,False,544.619,0.628,,16.0%,2/16,47/48,ddqn-no-obstacle,DDQN
886,96.0,250,250,19,46,0,0.5377,0,False,545.21,0.591,,16.0%,14/16,46/48,ddqn-no-obstacle,DDQN
887,99.4,250,250,19,47,0,0.5373,0,False,545.912,0.701,,14.0%,2/16,47/48,ddqn-no-obstacle,DDQN
888,79.9,250,250,24,42,0,0.537,0,False,546.718,0.805,,14.0%,12/16,42/48,ddqn-no-obstacle,DDQN
889,88.9,250,250,23,44,0,0.5366,0,False,547.458,0.739,,14.0%,16/16,44/48,ddqn-no-obstacle,DDQN
890,88.4,250,250,18,44,0,0.5362,0,False,548.111,0.653,,14.0%,8/16,44/48,ddqn-no-obstacle,DDQN
891,87.3,250,250,19,44,0,0.5358,0,False,548.744,0.633,,14.0%,16/16,44/48,ddqn-no-obstacle,DDQN
892,67.7,250,250,20,41,0,0.5355,0,False,549.378,0.633,,14.0%,8/16,41/48,ddqn-no-obstacle,DDQN
893,69.1,250,250,19,40,0,0.5351,0,False,550.018,0.639,,12.0%,14/16,40/48,ddqn-no-obstacle,DDQN
894,96.4,250,250,17,46,0,0.5347,0,False,550.713,0.695,,10.0%,16/16,46/48,ddqn-no-obstacle,DDQN
895,83.5,250,250,20,44,0,0.5343,0,False,551.438,0.724,,8.0%,14/16,44/48,ddqn-no-obstacle,DDQN
896,104.2,250,250,17,47,0,0.534,0,False,552.212,0.773,,8.0%,12/16,47/48,ddqn-no-obstacle,DDQN
897,96.5,250,250,22,47,0,0.5336,0,False,552.812,0.6,,8.0%,14/16,47/48,ddqn-no-obstacle,DDQN
898,95.8,250,250,22,45,0,0.5332,0,False,553.497,0.685,,8.0%,14/16,45/48,ddqn-no-obstacle,DDQN
899,92.2,250,250,19,46,0,0.5328,0,False,554.093,0.595,,8.0%,12/16,46/48,ddqn-no-obstacle,DDQN
900,91.6,250,250,20,45,0,0.5325,0,False,554.735,0.641,,8.0%,16/16,45/48,ddqn-no-obstacle,DDQN
901,168.2,222,222,19,48,1,0.5321,0,False,555.407,0.672,,10.0%,16/16,48/48,ddqn-no-obstacle,DDQN
902,92.7,250,250,24,45,0,0.5317,0,False,556.034,0.627,,10.0%,10/16,45/48,ddqn-no-obstacle,DDQN
903,88.1,250,250,16,44,0,0.5314,0,False,556.604,0.563,,10.0%,4/16,44/48,ddqn-no-obstacle,DDQN
904,81.0,250,250,20,43,0,0.531,0,False,557.341,0.737,,10.0%,16/16,43/48,ddqn-no-obstacle,DDQN
905,84.2,250,250,18,44,0,0.5306,0,False,557.967,0.625,,10.0%,2/16,44/48,ddqn-no-obstacle,DDQN
906,79.8,250,250,23,43,0,0.5302,0,False,558.62,0.653,,10.0%,16/16,43/48,ddqn-no-obstacle,DDQN
907,93.0,250,250,19,46,0,0.5299,0,False,559.217,0.597,,10.0%,8/16,46/48,ddqn-no-obstacle,DDQN
908,101.1,250,250,24,47,0,0.5295,0,False,559.8,0.582,,8.0%,14/16,47/48,ddqn-no-obstacle,DDQN
909,97.4,250,250,23,46,0,0.5291,0,False,560.36,0.559,,8.0%,6/16,46/48,ddqn-no-obstacle,DDQN
910,163.2,236,236,17,48,1,0.5288,0,False,560.917,0.557,,10.0%,16/16,48/48,ddqn-no-obstacle,DDQN
911,91.1,250,250,18,46,0,0.5284,0,False,561.563,0.645,,10.0%,14/16,46/48,ddqn-no-obstacle,DDQN
912,93.2,250,250,19,45,0,0.528,0,False,562.314,0.751,,10.0%,16/16,45/48,ddqn-no-obstacle,DDQN
913,95.5,250,250,20,47,0,0.5276,0,False,562.986,0.671,,10.0%,12/16,47/48,ddqn-no-obstacle,DDQN
914,82.7,250,250,18,44,0,0.5273,0,False,563.656,0.67,,10.0%,4/16,44/48,ddqn-no-obstacle,DDQN
915,81.9,250,250,24,43,0,0.5269,0,False,564.315,0.659,,10.0%,6/16,43/48,ddqn-no-obstacle,DDQN
916,105.3,250,250,20,47,0,0.5265,0,False,565.063,0.748,,10.0%,16/16,47/48,ddqn-no-obstacle,DDQN
917,101.6,250,250,18,47,0,0.5262,0,False,565.694,0.63,,10.0%,8/16,47/48,ddqn-no-obstacle,DDQN
918,95.7,250,250,25,46,0,0.5258,0,False,566.371,0.676,,10.0%,8/16,46/48,ddqn-no-obstacle,DDQN
919,82.6,250,250,19,44,0,0.5254,0,False,567.041,0.669,,10.0%,6/16,44/48,ddqn-no-obstacle,DDQN
920,99.2,250,250,20,47,0,0.5251,0,False,567.723,0.682,,8.0%,8/16,47/48,ddqn-no-obstacle,DDQN
921,93.6,250,250,19,46,0,0.5247,0,False,568.581,0.858,,8.0%,14/16,46/48,ddqn-no-obstacle,DDQN
922,95.3,250,250,18,46,0,0.5243,0,False,569.206,0.624,,8.0%,4/16,46/48,ddqn-no-obstacle,DDQN
923,103.8,250,250,18,47,0,0.524,0,False,569.816,0.61,,8.0%,12/16,47/48,ddqn-no-obstacle,DDQN
924,97.3,250,250,19,46,0,0.5236,0,False,570.542,0.725,,6.0%,8/16,46/48,ddqn-no-obstacle,DDQN
925,103.7,250,250,17,45,0,0.5232,0,False,571.188,0.646,,6.0%,12/16,45/48,ddqn-no-obstacle,DDQN
926,90.2,250,250,20,45,0,0.5229,0,False,571.787,0.598,,6.0%,4/16,45/48,ddqn-no-obstacle,DDQN
927,100.8,250,250,18,47,0,0.5225,0,False,572.383,0.595,,6.0%,16/16,47/48,ddqn-no-obstacle,DDQN
928,78.6,250,250,17,42,0,0.5221,0,False,572.951,0.568,,6.0%,14/16,42/48,ddqn-no-obstacle,DDQN
929,79.2,250,250,17,44,0,0.5218,0,False,573.677,0.725,,6.0%,12/16,44/48,ddqn-no-obstacle,DDQN
930,95.6,250,250,20,45,0,0.5214,0,False,574.277,0.6,,6.0%,16/16,45/48,ddqn-no-obstacle,DDQN
931,78.7,250,250,19,42,0,0.521,0,False,574.837,0.56,,6.0%,14/16,42/48,ddqn-no-obstacle,DDQN
932,92.8,250,250,23,45,0,0.5207,0,False,575.394,0.556,,6.0%,16/16,45/48,ddqn-no-obstacle,DDQN
933,76.9,250,250,21,43,0,0.5203,0,False,575.985,0.591,,4.0%,6/16,43/48,ddqn-no-obstacle,DDQN
934,100.2,250,250,20,45,0,0.5199,0,False,576.555,0.57,,4.0%,16/16,45/48,ddqn-no-obstacle,DDQN
935,69.7,250,250,22,40,0,0.5196,0,False,577.139,0.583,,4.0%,8/16,40/48,ddqn-no-obstacle,DDQN
936,70.6,250,250,16,42,0,0.5192,0,False,577.699,0.559,,4.0%,8/16,42/48,ddqn-no-obstacle,DDQN
937,83.4,250,250,21,44,0,0.5189,0,False,578.398,0.699,,4.0%,12/16,44/48,ddqn-no-obstacle,DDQN
938,100.6,250,250,20,47,0,0.5185,0,False,578.961,0.562,,4.0%,16/16,47/48,ddqn-no-obstacle,DDQN
939,86.8,250,250,20,44,0,0.5181,0,False,579.544,0.583,,4.0%,12/16,44/48,ddqn-no-obstacle,DDQN
940,94.7,250,250,18,46,0,0.5178,0,False,580.138,0.593,,4.0%,16/16,46/48,ddqn-no-obstacle,DDQN
941,94.3,250,250,16,47,0,0.5174,0,False,580.898,0.76,,4.0%,10/16,47/48,ddqn-no-obstacle,DDQN
942,72.0,250,250,17,41,0,0.517,0,False,581.527,0.627,,4.0%,8/16,41/48,ddqn-no-obstacle,DDQN
943,94.3,250,250,18,45,0,0.5167,0,False,582.12,0.592,,4.0%,6/16,45/48,ddqn-no-obstacle,DDQN
944,74.9,250,250,19,43,0,0.5163,0,False,582.741,0.621,,4.0%,8/16,43/48,ddqn-no-obstacle,DDQN
945,81.7,250,250,20,43,0,0.516,0,False,583.34,0.598,,4.0%,10/16,43/48,ddqn-no-obstacle,DDQN
946,73.5,250,250,21,41,0,0.5156,0,False,584.002,0.661,,4.0%,16/16,41/48,ddqn-no-obstacle,DDQN
947,93.9,250,250,18,45,0,0.5152,0,False,584.567,0.564,,4.0%,2/16,45/48,ddqn-no-obstacle,DDQN
948,78.7,250,250,18,43,0,0.5149,0,False,585.171,0.604,,4.0%,14/16,43/48,ddqn-no-obstacle,DDQN
949,78.9,250,250,18,42,0,0.5145,0,False,585.746,0.574,,4.0%,16/16,42/48,ddqn-no-obstacle,DDQN
950,92.6,250,250,22,47,0,0.5142,0,False,586.314,0.567,,4.0%,2/16,47/48,ddqn-no-obstacle,DDQN
951,86.4,250,250,21,46,0,0.5138,0,False,586.905,0.591,,2.0%,6/16,46/48,ddqn-no-obstacle,DDQN
952,93.1,250,250,20,46,0,0.5134,0,False,587.484,0.578,,2.0%,6/16,46/48,ddqn-no-obstacle,DDQN
953,188.0,184,184,15,48,1,0.5131,0,False,587.983,0.499,,4.0%,16/16,48/48,ddqn-no-obstacle,DDQN
954,80.4,250,250,24,43,0,0.5127,0,False,588.682,0.698,,4.0%,12/16,43/48,ddqn-no-obstacle,DDQN
955,96.5,250,250,21,47,0,0.5124,0,False,589.317,0.635,,4.0%,6/16,47/48,ddqn-no-obstacle,DDQN
956,99.5,250,250,18,47,0,0.512,0,False,589.939,0.621,,4.0%,6/16,47/48,ddqn-no-obstacle,DDQN
957,81.1,250,250,18,43,0,0.5116,0,False,590.527,0.588,,4.0%,12/16,43/48,ddqn-no-obstacle,DDQN
958,102.2,250,250,18,47,0,0.5113,0,False,591.133,0.605,,4.0%,12/16,47/48,ddqn-no-obstacle,DDQN
959,102.4,250,250,20,47,0,0.5109,0,False,591.704,0.57,,4.0%,6/16,47/48,ddqn-no-obstacle,DDQN
960,90.2,250,250,22,45,0,0.5106,0,False,592.298,0.594,,2.0%,16/16,45/48,ddqn-no-obstacle,DDQN
961,89.6,250,250,22,45,0,0.5102,0,False,593.023,0.724,,2.0%,10/16,45/48,ddqn-no-obstacle,DDQN
962,100.5,250,250,18,47,0,0.5099,0,False,593.601,0.577,,2.0%,10/16,47/48,ddqn-no-obstacle,DDQN
963,100.2,250,250,18,47,0,0.5095,0,False,594.176,0.575,,2.0%,14/16,47/48,ddqn-no-obstacle,DDQN
964,97.5,250,250,19,46,0,0.5091,0,False,594.791,0.614,,2.0%,12/16,46/48,ddqn-no-obstacle,DDQN
965,95.8,250,250,18,46,0,0.5088,0,False,595.389,0.598,,2.0%,8/16,46/48,ddqn-no-obstacle,DDQN
966,97.8,250,250,19,46,0,0.5084,0,False,595.963,0.573,,2.0%,16/16,46/48,ddqn-no-obstacle,DDQN
967,99.3,250,250,18,47,0,0.5081,0,False,596.581,0.618,,2.0%,14/16,47/48,ddqn-no-obstacle,DDQN
968,93.5,250,250,19,46,0,0.5077,0,False,597.359,0.778,,2.0%,14/16,46/48,ddqn-no-obstacle,DDQN
969,80.5,250,250,19,43,0,0.5074,0,False,597.949,0.588,,2.0%,14/16,43/48,ddqn-no-obstacle,DDQN
970,87.6,250,250,21,45,0,0.507,0,False,598.526,0.576,,2.0%,6/16,45/48,ddqn-no-obstacle,DDQN
971,79.1,250,250,25,43,0,0.5066,0,False,599.15,0.624,,2.0%,16/16,43/48,ddqn-no-obstacle,DDQN
972,76.5,250,250,19,41,0,0.5063,0,False,599.791,0.641,,2.0%,16/16,41/48,ddqn-no-obstacle,DDQN
973,92.6,250,250,21,45,0,0.5059,0,False,600.371,0.579,,2.0%,8/16,45/48,ddqn-no-obstacle,DDQN
974,92.1,250,250,18,46,0,0.5056,0,False,600.991,0.619,,2.0%,10/16,46/48,ddqn-no-obstacle,DDQN
975,77.3,250,250,18,43,0,0.5052,0,False,601.651,0.659,,2.0%,8/16,43/48,ddqn-no-obstacle,DDQN
976,71.4,250,250,19,41,0,0.5049,0,False,602.335,0.684,,2.0%,10/16,41/48,ddqn-no-obstacle,DDQN
977,101.2,250,250,18,46,0,0.5045,0,False,602.915,0.579,,2.0%,14/16,46/48,ddqn-no-obstacle,DDQN
978,78.3,250,250,19,42,0,0.5042,0,False,603.526,0.61,,2.0%,10/16,42/48,ddqn-no-obstacle,DDQN
979,81.0,250,250,20,43,0,0.5038,0,False,604.133,0.606,,2.0%,6/16,43/48,ddqn-no-obstacle,DDQN
980,101.9,250,250,19,47,0,0.5035,0,False,604.725,0.592,,2.0%,6/16,47/48,ddqn-no-obstacle,DDQN
981,86.6,250,250,24,44,0,0.5031,0,False,605.423,0.697,,2.0%,16/16,44/48,ddqn-no-obstacle,DDQN
982,97.4,250,250,22,46,0,0.5028,0,False,606.073,0.649,,2.0%,16/16,46/48,ddqn-no-obstacle,DDQN
983,98.4,250,250,19,46,0,0.5024,0,False,606.902,0.828,,2.0%,16/16,46/48,ddqn-no-obstacle,DDQN
984,89.0,250,250,20,44,0,0.5021,0,False,607.522,0.619,,2.0%,16/16,44/48,ddqn-no-obstacle,DDQN
985,93.0,250,250,17,45,0,0.5017,0,False,608.186,0.663,,2.0%,4/16,45/48,ddqn-no-obstacle,DDQN
986,94.1,250,250,20,46,0,0.5014,0,False,608.814,0.628,,2.0%,8/16,46/48,ddqn-no-obstacle,DDQN
987,69.7,250,250,21,41,0,0.501,0,False,609.493,0.679,,2.0%,12/16,41/48,ddqn-no-obstacle,DDQN
988,83.7,250,250,22,43,0,0.5007,0,False,610.169,0.675,,2.0%,8/16,43/48,ddqn-no-obstacle,DDQN
989,95.9,250,250,22,47,0,0.5003,0,False,610.842,0.673,,2.0%,10/16,47/48,ddqn-no-obstacle,DDQN
990,75.4,250,250,22,41,0,0.5,0,False,611.537,0.694,,2.0%,16/16,41/48,ddqn-no-obstacle,DDQN
991,97.6,250,250,18,46,0,0.4996,0,False,612.578,1.041,,2.0%,12/16,46/48,ddqn-no-obstacle,DDQN
992,101.8,250,250,19,47,0,0.4993,0,False,613.248,0.669,,2.0%,14/16,47/48,ddqn-no-obstacle,DDQN
993,94.5,250,250,17,45,0,0.4989,0,False,613.881,0.633,,2.0%,16/16,45/48,ddqn-no-obstacle,DDQN
994,100.5,250,250,19,47,0,0.4986,0,False,614.53,0.648,,2.0%,8/16,47/48,ddqn-no-obstacle,DDQN
995,89.3,250,250,17,45,0,0.4982,0,False,615.185,0.655,,2.0%,12/16,45/48,ddqn-no-obstacle,DDQN
996,84.8,250,250,19,44,0,0.4979,0,False,615.794,0.608,,2.0%,14/16,44/48,ddqn-no-obstacle,DDQN
997,102.4,250,250,20,47,0,0.4975,0,False,616.452,0.658,,2.0%,8/16,47/48,ddqn-no-obstacle,DDQN
998,82.9,250,250,20,44,0,0.4972,0,False,617.277,0.824,,2.0%,2/16,44/48,ddqn-no-obstacle,DDQN
999,95.3,250,250,20,45,0,0.4968,0,False,617.917,0.64,,2.0%,16/16,45/48,ddqn-no-obstacle,DDQN
1000,73.7,250,250,21,41,0,0.4965,0,False,618.59,0.672,,2.0%,4/16,41/48,ddqn-no-obstacle,DDQN
1001,92.6,250,250,20,45,0,0.4961,0,False,619.31,0.719,,2.0%,2/16,45/48,ddqn-no-obstacle,DDQN
1002,102.7,250,250,20,48,1,0.4958,0,False,620.003,0.692,,4.0%,4/16,48/48,ddqn-no-obstacle,DDQN
1003,159.7,244,244,17,48,1,0.4954,0,False,620.826,0.823,,4.0%,16/16,48/48,ddqn-no-obstacle,DDQN
1004,84.6,250,250,21,44,0,0.4951,0,False,621.587,0.76,,4.0%,2/16,44/48,ddqn-no-obstacle,DDQN
1005,103.3,250,250,18,47,0,0.4947,0,False,622.391,0.804,,4.0%,10/16,47/48,ddqn-no-obstacle,DDQN
1006,100.4,250,250,22,47,0,0.4944,0,False,622.981,0.589,,4.0%,2/16,47/48,ddqn-no-obstacle,DDQN
1007,78.9,250,250,19,43,0,0.494,0,False,623.713,0.731,,4.0%,12/16,43/48,ddqn-no-obstacle,DDQN
1008,91.7,250,250,21,45,0,0.4937,0,False,624.322,0.608,,4.0%,10/16,45/48,ddqn-no-obstacle,DDQN
1009,106.5,250,250,16,47,0,0.4933,0,False,625.046,0.723,,4.0%,8/16,47/48,ddqn-no-obstacle,DDQN
1010,102.0,250,250,18,46,0,0.493,0,False,625.787,0.741,,4.0%,12/16,46/48,ddqn-no-obstacle,DDQN
