episode,reward,steps,energy,charge_visits,cleaned_cells,success,epsilon,blocked,battery_dead,time_since_start_sec,episode_chunk_time_sec,stop_reason,success_rate,battery,cleaned,model_name,algorithm
619,86.1,250,250,20,43,0,0.6483,0,False,385.153,0.708,,6.0%,16/16,43/48,dqn-no-obstacle,DQN
620,94.1,250,250,19,46,0,0.6478,0,False,385.756,0.602,,6.0%,4/16,46/48,dqn-no-obstacle,DQN
621,103.8,250,250,17,47,0,0.6474,0,False,386.412,0.655,,6.0%,8/16,47/48,dqn-no-obstacle,DQN
622,90.3,250,250,23,45,0,0.6469,0,False,387.018,0.606,,6.0%,10/16,45/48,dqn-no-obstacle,DQN
623,96.6,250,250,18,45,0,0.6465,0,False,387.633,0.615,,6.0%,12/16,45/48,dqn-no-obstacle,DQN
624,69.8,250,250,20,40,0,0.646,0,False,388.298,0.664,,6.0%,6/16,40/48,dqn-no-obstacle,DQN
625,100.6,250,250,22,46,0,0.6455,0,False,389.01,0.711,,6.0%,16/16,46/48,dqn-no-obstacle,DQN
626,170.0,220,220,18,48,1,0.6451,0,False,389.751,0.741,,8.0%,16/16,48/48,dqn-no-obstacle,DQN
627,74.1,250,250,20,42,0,0.6446,0,False,390.44,0.689,,8.0%,6/16,42/48,dqn-no-obstacle,DQN
628,59.7,250,250,19,39,0,0.6442,0,False,391.19,0.749,,8.0%,14/16,39/48,dqn-no-obstacle,DQN
629,101.8,250,250,18,46,0,0.6437,0,False,391.84,0.649,,6.0%,2/16,46/48,dqn-no-obstacle,DQN
630,164.9,236,236,19,48,1,0.6433,0,False,392.444,0.604,,8.0%,16/16,48/48,dqn-no-obstacle,DQN
631,78.7,250,250,21,43,0,0.6428,0,False,393.12,0.675,,8.0%,2/16,43/48,dqn-no-obstacle,DQN
632,177.0,196,196,18,48,1,0.6424,0,False,393.865,0.744,,10.0%,16/16,48/48,dqn-no-obstacle,DQN
633,82.2,250,250,22,44,0,0.6419,0,False,394.508,0.642,,10.0%,12/16,44/48,dqn-no-obstacle,DQN
634,193.8,168,168,13,48,1,0.6415,0,False,395.024,0.516,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
635,96.9,250,250,20,45,0,0.641,0,False,395.654,0.629,,12.0%,14/16,45/48,dqn-no-obstacle,DQN
636,89.7,250,250,18,45,0,0.6406,0,False,396.338,0.683,,12.0%,2/16,45/48,dqn-no-obstacle,DQN
637,97.2,250,250,19,46,0,0.6401,0,False,396.991,0.653,,10.0%,16/16,46/48,dqn-no-obstacle,DQN
638,79.1,250,250,18,43,0,0.6397,0,False,397.615,0.623,,10.0%,2/16,43/48,dqn-no-obstacle,DQN
639,177.7,198,198,16,48,1,0.6393,0,False,398.346,0.73,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
640,175.9,198,198,18,48,1,0.6388,0,False,398.874,0.528,,14.0%,16/16,48/48,dqn-no-obstacle,DQN
641,99.4,250,250,19,46,0,0.6384,0,False,399.48,0.605,,14.0%,2/16,46/48,dqn-no-obstacle,DQN
642,99.0,250,250,20,46,0,0.6379,0,False,400.218,0.738,,14.0%,12/16,46/48,dqn-no-obstacle,DQN
643,102.1,250,250,16,47,0,0.6375,0,False,400.875,0.657,,14.0%,14/16,47/48,dqn-no-obstacle,DQN
644,101.4,250,250,20,47,0,0.637,0,False,401.511,0.634,,14.0%,2/16,47/48,dqn-no-obstacle,DQN
645,89.8,250,250,24,45,0,0.6366,0,False,402.155,0.644,,14.0%,4/16,45/48,dqn-no-obstacle,DQN
646,91.8,250,250,19,44,0,0.6361,0,False,402.927,0.772,,14.0%,12/16,44/48,dqn-no-obstacle,DQN
647,103.1,250,250,20,47,0,0.6357,0,False,403.636,0.708,,14.0%,6/16,47/48,dqn-no-obstacle,DQN
648,101.8,250,250,18,47,0,0.6352,0,False,404.27,0.634,,14.0%,2/16,47/48,dqn-no-obstacle,DQN
649,83.3,250,250,19,44,0,0.6348,0,False,404.924,0.653,,14.0%,14/16,44/48,dqn-no-obstacle,DQN
650,85.5,250,250,20,44,0,0.6343,0,False,405.59,0.665,,14.0%,12/16,44/48,dqn-no-obstacle,DQN
651,94.0,250,250,24,45,0,0.6339,0,False,406.188,0.597,,14.0%,16/16,45/48,dqn-no-obstacle,DQN
652,88.6,250,250,22,44,0,0.6335,0,False,406.833,0.644,,14.0%,16/16,44/48,dqn-no-obstacle,DQN
653,165.5,224,224,20,48,1,0.633,0,False,407.658,0.825,,16.0%,16/16,48/48,dqn-no-obstacle,DQN
654,80.1,250,250,20,43,0,0.6326,0,False,408.315,0.656,,14.0%,16/16,43/48,dqn-no-obstacle,DQN
655,90.1,250,250,23,45,0,0.6321,0,False,408.934,0.618,,14.0%,16/16,45/48,dqn-no-obstacle,DQN
656,101.8,250,250,17,47,0,0.6317,0,False,409.546,0.612,,14.0%,8/16,47/48,dqn-no-obstacle,DQN
657,102.1,250,250,21,47,0,0.6312,0,False,410.19,0.644,,14.0%,8/16,47/48,dqn-no-obstacle,DQN
658,101.5,250,250,18,47,0,0.6308,0,False,410.833,0.642,,14.0%,6/16,47/48,dqn-no-obstacle,DQN
659,100.0,250,250,24,47,0,0.6304,0,False,411.517,0.684,,14.0%,10/16,47/48,dqn-no-obstacle,DQN
660,95.9,250,250,21,46,0,0.6299,0,False,412.323,0.805,,14.0%,16/16,46/48,dqn-no-obstacle,DQN
661,100.2,250,250,24,47,0,0.6295,0,False,413.014,0.69,,14.0%,6/16,47/48,dqn-no-obstacle,DQN
662,92.2,250,250,18,45,0,0.629,0,False,413.615,0.6,,14.0%,8/16,45/48,dqn-no-obstacle,DQN
663,93.0,250,250,23,46,0,0.6286,0,False,414.259,0.643,,14.0%,4/16,46/48,dqn-no-obstacle,DQN
664,188.1,180,180,13,48,1,0.6282,0,False,414.763,0.504,,16.0%,16/16,48/48,dqn-no-obstacle,DQN
665,87.2,250,250,20,46,0,0.6277,0,False,415.412,0.648,,16.0%,10/16,46/48,dqn-no-obstacle,DQN
666,166.1,234,234,19,48,1,0.6273,0,False,416.007,0.594,,18.0%,16/16,48/48,dqn-no-obstacle,DQN
667,80.2,250,250,18,43,0,0.6268,0,False,416.735,0.727,,18.0%,2/16,43/48,dqn-no-obstacle,DQN
668,79.0,250,250,26,43,0,0.6264,0,False,417.377,0.642,,18.0%,14/16,43/48,dqn-no-obstacle,DQN
669,100.3,250,250,18,46,0,0.626,0,False,418.019,0.641,,18.0%,2/16,46/48,dqn-no-obstacle,DQN
670,95.2,250,250,20,46,0,0.6255,0,False,418.633,0.613,,18.0%,16/16,46/48,dqn-no-obstacle,DQN
671,77.0,250,250,24,43,0,0.6251,0,False,419.259,0.626,,18.0%,6/16,43/48,dqn-no-obstacle,DQN
672,74.0,250,250,22,43,0,0.6246,0,False,419.906,0.647,,18.0%,14/16,43/48,dqn-no-obstacle,DQN
673,102.2,250,250,17,47,0,0.6242,0,False,420.623,0.716,,18.0%,10/16,47/48,dqn-no-obstacle,DQN
674,97.3,250,250,19,46,0,0.6238,0,False,421.316,0.693,,18.0%,10/16,46/48,dqn-no-obstacle,DQN
675,87.1,250,250,20,44,0,0.6233,0,False,421.962,0.644,,18.0%,2/16,44/48,dqn-no-obstacle,DQN
676,81.7,250,250,16,43,0,0.6229,0,False,422.588,0.625,,16.0%,2/16,43/48,dqn-no-obstacle,DQN
677,90.3,250,250,18,44,0,0.6225,0,False,423.187,0.598,,16.0%,16/16,44/48,dqn-no-obstacle,DQN
678,98.8,250,250,17,46,0,0.622,0,False,423.784,0.597,,16.0%,12/16,46/48,dqn-no-obstacle,DQN
679,85.2,250,250,19,44,0,0.6216,0,False,424.466,0.682,,16.0%,4/16,44/48,dqn-no-obstacle,DQN
680,86.3,250,250,18,44,0,0.6212,0,False,425.173,0.707,,14.0%,2/16,44/48,dqn-no-obstacle,DQN
681,96.3,250,250,19,46,0,0.6207,0,False,425.923,0.749,,14.0%,12/16,46/48,dqn-no-obstacle,DQN
682,89.2,250,250,18,46,0,0.6203,0,False,426.59,0.666,,12.0%,8/16,46/48,dqn-no-obstacle,DQN
683,98.1,250,250,18,45,0,0.6199,0,False,427.238,0.647,,12.0%,14/16,45/48,dqn-no-obstacle,DQN
684,101.0,250,250,20,46,0,0.6194,0,False,427.836,0.597,,10.0%,4/16,46/48,dqn-no-obstacle,DQN
685,69.0,250,250,25,40,0,0.619,0,False,428.493,0.657,,10.0%,12/16,40/48,dqn-no-obstacle,DQN
686,102.8,250,250,19,48,1,0.6186,0,False,429.129,0.635,,12.0%,6/16,48/48,dqn-no-obstacle,DQN
687,89.6,250,250,19,45,0,0.6181,0,False,429.781,0.652,,12.0%,10/16,45/48,dqn-no-obstacle,DQN
688,103.8,250,250,19,46,0,0.6177,0,False,430.547,0.764,,12.0%,16/16,46/48,dqn-no-obstacle,DQN
689,99.2,250,250,21,46,0,0.6173,0,False,431.305,0.758,,10.0%,10/16,46/48,dqn-no-obstacle,DQN
690,174.9,214,214,16,48,1,0.6168,0,False,431.992,0.687,,10.0%,16/16,48/48,dqn-no-obstacle,DQN
691,82.2,250,250,20,43,0,0.6164,0,False,432.636,0.644,,10.0%,16/16,43/48,dqn-no-obstacle,DQN
692,98.2,250,250,20,47,0,0.616,0,False,433.264,0.628,,10.0%,6/16,47/48,dqn-no-obstacle,DQN
693,94.4,250,250,18,45,0,0.6155,0,False,433.914,0.65,,10.0%,6/16,45/48,dqn-no-obstacle,DQN
694,173.7,212,212,14,48,1,0.6151,0,False,434.729,0.814,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
695,97.3,250,250,17,46,0,0.6147,0,False,435.528,0.798,,12.0%,10/16,46/48,dqn-no-obstacle,DQN
696,99.7,250,250,17,46,0,0.6142,0,False,436.138,0.61,,12.0%,16/16,46/48,dqn-no-obstacle,DQN
697,87.0,250,250,18,44,0,0.6138,0,False,436.841,0.703,,12.0%,2/16,44/48,dqn-no-obstacle,DQN
698,84.5,250,250,20,44,0,0.6134,0,False,437.507,0.665,,12.0%,2/16,44/48,dqn-no-obstacle,DQN
699,177.2,200,200,16,48,1,0.613,0,False,438.074,0.567,,14.0%,16/16,48/48,dqn-no-obstacle,DQN
700,98.9,250,250,19,46,0,0.6125,0,False,438.695,0.62,,14.0%,14/16,46/48,dqn-no-obstacle,DQN
701,75.9,250,250,19,41,0,0.6121,0,False,439.486,0.791,,14.0%,4/16,41/48,dqn-no-obstacle,DQN
702,80.6,250,250,22,43,0,0.6117,0,False,440.176,0.689,,14.0%,8/16,43/48,dqn-no-obstacle,DQN
703,95.0,250,250,19,46,0,0.6112,0,False,440.862,0.686,,12.0%,6/16,46/48,dqn-no-obstacle,DQN
704,97.4,250,250,24,46,0,0.6108,0,False,441.564,0.701,,12.0%,10/16,46/48,dqn-no-obstacle,DQN
705,80.8,250,250,23,43,0,0.6104,0,False,442.234,0.67,,12.0%,16/16,43/48,dqn-no-obstacle,DQN
706,103.7,250,250,19,47,0,0.61,0,False,442.903,0.669,,12.0%,6/16,47/48,dqn-no-obstacle,DQN
707,93.4,250,250,21,46,0,0.6095,0,False,443.627,0.723,,12.0%,6/16,46/48,dqn-no-obstacle,DQN
708,100.3,250,250,21,45,0,0.6091,0,False,444.421,0.793,,12.0%,10/16,45/48,dqn-no-obstacle,DQN
709,92.2,250,250,21,45,0,0.6087,0,False,445.072,0.65,,12.0%,12/16,45/48,dqn-no-obstacle,DQN
710,93.4,250,250,17,45,0,0.6082,0,False,445.766,0.694,,12.0%,10/16,45/48,dqn-no-obstacle,DQN
711,97.1,250,250,22,46,0,0.6078,0,False,446.414,0.648,,12.0%,2/16,46/48,dqn-no-obstacle,DQN
712,91.8,250,250,21,45,0,0.6074,0,False,447.069,0.654,,12.0%,12/16,45/48,dqn-no-obstacle,DQN
713,90.1,250,250,23,45,0,0.607,0,False,447.78,0.71,,12.0%,10/16,45/48,dqn-no-obstacle,DQN
714,188.4,180,180,13,48,1,0.6065,0,False,448.361,0.58,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
715,85.5,250,250,16,44,0,0.6061,0,False,449.08,0.719,,12.0%,8/16,44/48,dqn-no-obstacle,DQN
716,96.3,250,250,15,45,0,0.6057,0,False,449.692,0.611,,10.0%,6/16,45/48,dqn-no-obstacle,DQN
717,99.3,250,250,23,47,0,0.6053,0,False,450.294,0.602,,10.0%,4/16,47/48,dqn-no-obstacle,DQN
718,101.8,250,250,19,46,0,0.6048,0,False,450.911,0.616,,10.0%,14/16,46/48,dqn-no-obstacle,DQN
719,98.3,250,250,21,46,0,0.6044,0,False,451.606,0.694,,10.0%,16/16,46/48,dqn-no-obstacle,DQN
720,98.1,250,250,20,46,0,0.604,0,False,452.267,0.661,,10.0%,8/16,46/48,dqn-no-obstacle,DQN
721,90.7,250,250,19,45,0,0.6036,0,False,452.884,0.616,,10.0%,16/16,45/48,dqn-no-obstacle,DQN
722,74.8,250,250,22,42,0,0.6032,0,False,453.645,0.76,,10.0%,12/16,42/48,dqn-no-obstacle,DQN
723,101.8,250,250,20,46,0,0.6027,0,False,454.3,0.655,,10.0%,14/16,46/48,dqn-no-obstacle,DQN
724,95.8,250,250,20,47,0,0.6023,0,False,455.037,0.736,,10.0%,14/16,47/48,dqn-no-obstacle,DQN
725,79.8,250,250,20,43,0,0.6019,0,False,455.715,0.678,,10.0%,4/16,43/48,dqn-no-obstacle,DQN
726,156.9,240,240,22,48,1,0.6015,0,False,456.363,0.646,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
727,93.7,250,250,23,46,0,0.601,0,False,456.971,0.608,,12.0%,16/16,46/48,dqn-no-obstacle,DQN
728,93.5,250,250,19,46,0,0.6006,0,False,457.57,0.598,,12.0%,4/16,46/48,dqn-no-obstacle,DQN
729,79.2,250,250,19,44,0,0.6002,0,False,458.348,0.777,,12.0%,8/16,44/48,dqn-no-obstacle,DQN
730,93.8,250,250,21,46,0,0.5998,0,False,459.013,0.665,,12.0%,4/16,46/48,dqn-no-obstacle,DQN
731,85.7,250,250,18,44,0,0.5994,0,False,459.603,0.59,,12.0%,16/16,44/48,dqn-no-obstacle,DQN
732,163.6,226,226,20,48,1,0.5989,0,False,460.221,0.616,,14.0%,16/16,48/48,dqn-no-obstacle,DQN
733,83.7,250,250,23,43,0,0.5985,0,False,460.883,0.661,,14.0%,14/16,43/48,dqn-no-obstacle,DQN
734,98.9,250,250,19,46,0,0.5981,0,False,461.526,0.643,,14.0%,4/16,46/48,dqn-no-obstacle,DQN
735,81.1,250,250,18,41,0,0.5977,0,False,462.238,0.712,,14.0%,14/16,41/48,dqn-no-obstacle,DQN
736,78.4,250,250,18,43,0,0.5973,0,False,462.999,0.76,,12.0%,6/16,43/48,dqn-no-obstacle,DQN
737,100.4,250,250,22,46,0,0.5969,0,False,463.666,0.667,,12.0%,10/16,46/48,dqn-no-obstacle,DQN
738,78.3,250,250,23,43,0,0.5964,0,False,464.383,0.717,,12.0%,12/16,43/48,dqn-no-obstacle,DQN
739,100.5,250,250,19,46,0,0.596,0,False,464.995,0.611,,12.0%,16/16,46/48,dqn-no-obstacle,DQN
740,102.0,250,250,19,47,0,0.5956,0,False,465.652,0.657,,10.0%,14/16,47/48,dqn-no-obstacle,DQN
741,86.7,250,250,19,44,0,0.5952,0,False,466.363,0.71,,10.0%,8/16,44/48,dqn-no-obstacle,DQN
742,106.2,250,250,19,47,0,0.5948,0,False,466.988,0.625,,10.0%,16/16,47/48,dqn-no-obstacle,DQN
743,93.2,250,250,24,45,0,0.5944,0,False,467.713,0.724,,10.0%,14/16,45/48,dqn-no-obstacle,DQN
744,57.9,250,250,24,39,0,0.5939,0,False,468.411,0.698,,8.0%,10/16,39/48,dqn-no-obstacle,DQN
745,98.7,250,250,17,46,0,0.5935,0,False,469.101,0.689,,8.0%,14/16,46/48,dqn-no-obstacle,DQN
746,99.2,250,250,18,47,0,0.5931,0,False,469.725,0.623,,8.0%,4/16,47/48,dqn-no-obstacle,DQN
747,181.4,194,194,13,48,1,0.5927,0,False,470.28,0.554,,10.0%,16/16,48/48,dqn-no-obstacle,DQN
748,107.9,250,250,20,48,1,0.5923,0,False,470.917,0.637,,12.0%,2/16,48/48,dqn-no-obstacle,DQN
749,157.7,242,242,20,48,1,0.5919,0,False,471.534,0.616,,12.0%,16/16,48/48,dqn-no-obstacle,DQN
750,101.3,250,250,20,47,0,0.5914,0,False,472.297,0.762,,12.0%,14/16,47/48,dqn-no-obstacle,DQN
751,101.1,250,250,19,47,0,0.591,0,False,472.926,0.629,,12.0%,12/16,47/48,dqn-no-obstacle,DQN
752,99.1,250,250,19,47,0,0.5906,0,False,473.648,0.721,,12.0%,4/16,47/48,dqn-no-obstacle,DQN
753,87.0,250,250,20,44,0,0.5902,0,False,474.453,0.805,,12.0%,6/16,44/48,dqn-no-obstacle,DQN
754,102.0,250,250,16,46,0,0.5898,0,False,475.11,0.656,,12.0%,8/16,46/48,dqn-no-obstacle,DQN
755,96.6,250,250,20,45,0,0.5894,0,False,475.716,0.605,,12.0%,16/16,45/48,dqn-no-obstacle,DQN
756,98.9,250,250,20,47,0,0.589,0,False,476.326,0.609,,12.0%,10/16,47/48,dqn-no-obstacle,DQN
757,81.2,250,250,20,43,0,0.5886,0,False,477.303,0.976,,12.0%,10/16,43/48,dqn-no-obstacle,DQN
758,100.6,250,250,20,46,0,0.5881,0,False,478.125,0.822,,12.0%,2/16,46/48,dqn-no-obstacle,DQN
759,160.8,244,244,17,48,1,0.5877,0,False,478.91,0.784,,14.0%,16/16,48/48,dqn-no-obstacle,DQN
760,100.6,250,250,18,47,0,0.5873,0,False,479.658,0.748,,14.0%,2/16,47/48,dqn-no-obstacle,DQN
761,97.2,250,250,19,46,0,0.5869,0,False,480.419,0.76,,14.0%,10/16,46/48,dqn-no-obstacle,DQN
762,100.0,250,250,21,46,0,0.5865,0,False,481.144,0.724,,14.0%,8/16,46/48,dqn-no-obstacle,DQN
763,169.1,232,232,17,48,1,0.5861,0,False,481.813,0.669,,16.0%,16/16,48/48,dqn-no-obstacle,DQN
764,79.4,250,250,22,43,0,0.5857,0,False,482.681,0.867,,14.0%,14/16,43/48,dqn-no-obstacle,DQN
765,85.2,250,250,18,44,0,0.5853,0,False,483.404,0.722,,14.0%,10/16,44/48,dqn-no-obstacle,DQN
766,95.1,250,250,17,46,0,0.5849,0,False,484.129,0.724,,14.0%,10/16,46/48,dqn-no-obstacle,DQN
767,92.9,250,250,22,45,0,0.5844,0,False,484.775,0.645,,14.0%,2/16,45/48,dqn-no-obstacle,DQN
768,80.9,250,250,22,44,0,0.584,0,False,485.452,0.677,,14.0%,12/16,44/48,dqn-no-obstacle,DQN
769,98.4,250,250,17,47,0,0.5836,0,False,486.129,0.676,,14.0%,12/16,47/48,dqn-no-obstacle,DQN
770,86.8,250,250,23,45,0,0.5832,0,False,486.737,0.607,,14.0%,16/16,45/48,dqn-no-obstacle,DQN
771,98.0,250,250,19,45,0,0.5828,0,False,487.464,0.727,,14.0%,16/16,45/48,dqn-no-obstacle,DQN
772,95.8,250,250,19,46,0,0.5824,0,False,488.089,0.623,,14.0%,2/16,46/48,dqn-no-obstacle,DQN
773,101.0,250,250,19,47,0,0.582,0,False,488.693,0.604,,14.0%,12/16,47/48,dqn-no-obstacle,DQN
774,85.6,250,250,24,45,0,0.5816,0,False,489.325,0.631,,14.0%,2/16,45/48,dqn-no-obstacle,DQN
775,89.1,250,250,18,44,0,0.5812,0,False,489.954,0.629,,14.0%,2/16,44/48,dqn-no-obstacle,DQN
776,98.4,250,250,22,46,0,0.5808,0,False,490.668,0.713,,12.0%,6/16,46/48,dqn-no-obstacle,DQN
777,99.9,250,250,18,48,1,0.5804,0,False,491.486,0.817,,14.0%,2/16,48/48,dqn-no-obstacle,DQN
778,96.6,250,250,22,47,0,0.58,0,False,492.356,0.869,,14.0%,6/16,47/48,dqn-no-obstacle,DQN
779,78.7,250,250,23,43,0,0.5796,0,False,493.011,0.654,,14.0%,16/16,43/48,dqn-no-obstacle,DQN
780,102.3,250,250,19,46,0,0.5792,0,False,493.695,0.683,,14.0%,16/16,46/48,dqn-no-obstacle,DQN
781,158.5,250,250,24,48,1,0.5787,0,False,494.293,0.597,,16.0%,16/16,48/48,dqn-no-obstacle,DQN
782,89.0,250,250,20,44,0,0.5783,0,False,494.889,0.595,,14.0%,6/16,44/48,dqn-no-obstacle,DQN
783,99.7,250,250,15,46,0,0.5779,0,False,495.509,0.619,,14.0%,6/16,46/48,dqn-no-obstacle,DQN
784,86.2,250,250,21,44,0,0.5775,0,False,496.359,0.849,,14.0%,4/16,44/48,dqn-no-obstacle,DQN
785,86.7,250,250,19,43,0,0.5771,0,False,497.111,0.752,,14.0%,12/16,43/48,dqn-no-obstacle,DQN
786,103.9,250,250,18,47,0,0.5767,0,False,497.772,0.66,,14.0%,6/16,47/48,dqn-no-obstacle,DQN
787,158.8,240,240,18,48,1,0.5763,0,False,498.4,0.627,,16.0%,16/16,48/48,dqn-no-obstacle,DQN
788,98.5,250,250,21,48,1,0.5759,0,False,499.122,0.722,,18.0%,6/16,48/48,dqn-no-obstacle,DQN
789,161.6,238,238,21,48,1,0.5755,0,False,499.83,0.707,,20.0%,16/16,48/48,dqn-no-obstacle,DQN
790,106.5,250,250,19,47,0,0.5751,0,False,500.508,0.677,,20.0%,14/16,47/48,dqn-no-obstacle,DQN
791,155.9,246,246,24,48,1,0.5747,0,False,501.363,0.855,,22.0%,16/16,48/48,dqn-no-obstacle,DQN
792,198.3,160,160,11,48,1,0.5743,0,False,501.882,0.518,,24.0%,16/16,48/48,dqn-no-obstacle,DQN
793,79.7,250,250,22,42,0,0.5739,0,False,502.51,0.628,,24.0%,14/16,42/48,dqn-no-obstacle,DQN
794,97.6,250,250,27,47,0,0.5735,0,False,503.205,0.695,,24.0%,12/16,47/48,dqn-no-obstacle,DQN
795,105.2,250,250,18,48,1,0.5731,0,False,503.82,0.614,,26.0%,6/16,48/48,dqn-no-obstacle,DQN
796,95.1,250,250,20,46,0,0.5727,0,False,504.69,0.869,,26.0%,16/16,46/48,dqn-no-obstacle,DQN
797,101.2,250,250,19,46,0,0.5723,0,False,505.291,0.6,,24.0%,4/16,46/48,dqn-no-obstacle,DQN
798,180.3,194,194,15,48,1,0.5719,0,False,506.071,0.78,,24.0%,16/16,48/48,dqn-no-obstacle,DQN
799,79.0,250,250,19,43,0,0.5715,0,False,506.754,0.681,,22.0%,2/16,43/48,dqn-no-obstacle,DQN
800,102.2,250,250,24,47,0,0.5711,0,False,507.478,0.724,,22.0%,14/16,47/48,dqn-no-obstacle,DQN
801,75.5,250,250,18,42,0,0.5707,0,False,508.133,0.653,,22.0%,14/16,42/48,dqn-no-obstacle,DQN
802,94.0,250,250,20,45,0,0.5703,0,False,508.736,0.603,,22.0%,16/16,45/48,dqn-no-obstacle,DQN
803,167.5,222,222,18,48,1,0.5699,0,False,509.307,0.571,,24.0%,16/16,48/48,dqn-no-obstacle,DQN
804,95.2,250,250,19,45,0,0.5695,0,False,509.889,0.581,,24.0%,14/16,45/48,dqn-no-obstacle,DQN
805,104.5,250,250,18,47,0,0.5691,0,False,510.651,0.762,,24.0%,14/16,47/48,dqn-no-obstacle,DQN
806,165.1,226,226,21,48,1,0.5687,0,False,511.224,0.572,,26.0%,16/16,48/48,dqn-no-obstacle,DQN
807,100.4,250,250,20,45,0,0.5683,0,False,511.801,0.577,,26.0%,2/16,45/48,dqn-no-obstacle,DQN
808,176.8,208,208,17,48,1,0.5679,0,False,512.374,0.572,,28.0%,16/16,48/48,dqn-no-obstacle,DQN
809,107.6,250,250,16,47,0,0.5675,0,False,512.985,0.61,,26.0%,8/16,47/48,dqn-no-obstacle,DQN
810,95.1,250,250,17,46,0,0.5671,0,False,513.57,0.585,,26.0%,4/16,46/48,dqn-no-obstacle,DQN
811,186.5,176,176,15,48,1,0.5667,0,False,514.066,0.495,,28.0%,16/16,48/48,dqn-no-obstacle,DQN
812,98.2,250,250,16,46,0,0.5663,0,False,514.772,0.705,,28.0%,2/16,46/48,dqn-no-obstacle,DQN
813,97.9,250,250,20,46,0,0.5659,0,False,515.374,0.601,,26.0%,8/16,46/48,dqn-no-obstacle,DQN
814,98.7,250,250,19,46,0,0.5655,0,False,515.974,0.599,,26.0%,8/16,46/48,dqn-no-obstacle,DQN
815,94.9,250,250,19,46,0,0.5651,0,False,516.722,0.747,,26.0%,14/16,46/48,dqn-no-obstacle,DQN
816,99.6,250,250,20,46,0,0.5647,0,False,517.499,0.777,,26.0%,6/16,46/48,dqn-no-obstacle,DQN
817,161.9,248,248,17,48,1,0.5643,0,False,518.442,0.943,,28.0%,16/16,48/48,dqn-no-obstacle,DQN
818,97.3,250,250,23,46,0,0.5639,0,False,519.098,0.655,,28.0%,10/16,46/48,dqn-no-obstacle,DQN
819,172.8,224,224,14,48,1,0.5635,0,False,519.876,0.777,,30.0%,16/16,48/48,dqn-no-obstacle,DQN
820,187.5,176,176,17,48,1,0.5632,0,False,520.462,0.585,,32.0%,16/16,48/48,dqn-no-obstacle,DQN
821,83.9,250,250,17,43,0,0.5628,0,False,521.176,0.713,,32.0%,10/16,43/48,dqn-no-obstacle,DQN
822,96.8,250,250,18,47,0,0.5624,0,False,521.793,0.617,,32.0%,4/16,47/48,dqn-no-obstacle,DQN
823,108.1,250,250,17,47,0,0.562,0,False,522.447,0.653,,32.0%,8/16,47/48,dqn-no-obstacle,DQN
824,96.9,250,250,18,46,0,0.5616,0,False,523.095,0.648,,32.0%,10/16,46/48,dqn-no-obstacle,DQN
825,101.1,250,250,18,46,0,0.5612,0,False,523.787,0.691,,32.0%,10/16,46/48,dqn-no-obstacle,DQN
826,99.4,250,250,18,47,0,0.5608,0,False,524.465,0.677,,32.0%,6/16,47/48,dqn-no-obstacle,DQN
827,105.7,250,250,17,47,0,0.5604,0,False,525.216,0.751,,30.0%,10/16,47/48,dqn-no-obstacle,DQN
828,82.6,250,250,20,44,0,0.56,0,False,525.912,0.695,,30.0%,2/16,44/48,dqn-no-obstacle,DQN
829,104.8,250,250,17,47,0,0.5596,0,False,526.481,0.569,,30.0%,4/16,47/48,dqn-no-obstacle,DQN
830,107.5,250,250,17,47,0,0.5592,0,False,527.183,0.701,,30.0%,16/16,47/48,dqn-no-obstacle,DQN
831,92.8,250,250,21,46,0,0.5588,0,False,527.852,0.669,,28.0%,2/16,46/48,dqn-no-obstacle,DQN
832,81.7,250,250,21,43,0,0.5584,0,False,528.476,0.623,,28.0%,14/16,43/48,dqn-no-obstacle,DQN
833,98.7,250,250,18,46,0,0.5581,0,False,529.166,0.69,,28.0%,14/16,46/48,dqn-no-obstacle,DQN
834,105.5,250,250,16,48,1,0.5577,0,False,529.797,0.63,,30.0%,8/16,48/48,dqn-no-obstacle,DQN
835,93.0,250,250,21,45,0,0.5573,0,False,530.708,0.91,,30.0%,4/16,45/48,dqn-no-obstacle,DQN
836,93.5,250,250,22,45,0,0.5569,0,False,531.476,0.766,,30.0%,2/16,45/48,dqn-no-obstacle,DQN
837,102.7,250,250,18,46,0,0.5565,0,False,532.128,0.652,,28.0%,4/16,46/48,dqn-no-obstacle,DQN
838,75.4,250,250,22,43,0,0.5561,0,False,532.814,0.685,,26.0%,4/16,43/48,dqn-no-obstacle,DQN
839,100.8,250,250,22,47,0,0.5557,0,False,533.447,0.633,,24.0%,12/16,47/48,dqn-no-obstacle,DQN
840,81.3,250,250,17,44,0,0.5553,0,False,534.033,0.585,,24.0%,6/16,44/48,dqn-no-obstacle,DQN
841,97.1,250,250,18,45,0,0.5549,0,False,534.824,0.79,,22.0%,4/16,45/48,dqn-no-obstacle,DQN
842,98.5,250,250,22,46,0,0.5545,0,False,535.389,0.563,,20.0%,16/16,46/48,dqn-no-obstacle,DQN
